	link	source	type	text
, and therefore so is the derviative.If we do it the long way, with the quotient rule, we get the same result. However, we have a better chance to make some kind of mistake along the way.If we do it the long way, with the quotient rule, we get the same result. However, we have a better chance to make some kind of mistake along the way.[Show me how this is done with the quotient rule.][Show me how this is done with the quotient rule.]Not every quotient can be rewritten this way. For example, 
𝑥
2
+
5
𝑥
−
14
𝑥
−
7
x−7
x
2
+5x−14
	​

start fraction, x, squared, plus, 5, x, minus, 14, divided by, x, minus, 7, end fraction
 cannot be simplified as a polynomial.Not every quotient can be rewritten this way. For example, 
𝑥
2
+
5
𝑥
−
14
𝑥
−
7
x−7
x
2
+5x−14
	​

start fraction, x, squared, plus, 5, x, minus, 14, divided by, x, minus, 7, end fraction
 cannot be simplified as a polynomial.Remember: You can always use this method for quotients where the denominator is a monomial.Remember: You can always use this method for quotients where the denominator is a monomial.When the denominator is a polynomial with more than one term, you might be able to simplify it using factorization and canceling common terms.When the denominator is a polynomial with more than one term, you might be able to simplify it using factorization and canceling common terms.Don't forget to consider the domain when rewriting quotients.Don't forget to consider the domain when rewriting quotients.PROBLEM 4
𝑓
(
𝑥
)
=
𝑥
5
−
2
𝑥
3
−
8
𝑥
2
𝑥
f(x)=
x
x
5
−2x
3
−8x
2
	​

f, left parenthesis, x, right parenthesis, equals, start fraction, x, start superscript, 5, end superscript, minus, 2, x, cubed, minus, 8, x, squared, divided by, x, end fraction
How would you rewrite 
𝑓
(
𝑥
)
f(x)
f, left parenthesis, x, right parenthesis
 so it can be differentiated using the power rule?
Assume 
x
≠
0
x

	​

=0
start text, x, end text, does not equal, start text, 0, end text
.
Choose 1 answer:
Choose 1 answer:
(Choice A)   
𝑥
4
−
2
𝑥
2
−
8
𝑥
x
4
−2x
2
−8x
x, start superscript, 4, end superscript, minus, 2, x, squared, minus, 8, x
A
𝑥
4
−
2
𝑥
2
−
8
𝑥
x
4
−2x
2
−8x
x, start superscript, 4, end superscript, minus, 2, x, squared, minus, 8, x
(Choice B)   
𝑥
5
𝑥
−
2
𝑥
3
𝑥
−
8
𝑥
2
𝑥
x
x
5
	​

−
x
2x
3
	​

−
x
8x
2
	​

start fraction, x, start superscript, 5, end superscript, divided by, x, end fraction, minus, start fraction, 2, x, cubed, divided by, x, end fraction, minus, start fraction, 8, x, squared, divided by, x, end fraction
B
𝑥
5
𝑥
−
2
𝑥
3
𝑥
−
8
𝑥
2
𝑥
x
x
5
	​

−
x
2x
3
	​

−
x
8x
2
	​

start fraction, x, start superscript, 5, end superscript, divided by, x, end fraction, minus, start fraction, 2, x, cubed, divided by, x, end fraction, minus, start fraction, 8, x, squared, divided by, x, end fraction
(Choice C)   
𝑥
−
1
(
𝑥
5
−
2
𝑥
3
−
8
𝑥
2
)
x
−1
(x
5
−2x
3
−8x
2
)
x, start superscript, minus, 1, end superscript, left parenthesis, x, start superscript, 5, end superscript, minus, 2, x, cubed, minus, 8, x, squared, right parenthesis
C
𝑥
−
1
(
𝑥
5
−
2
𝑥
3
−
8
𝑥
2
)
x
−1
(x
5
−2x
3
−8x
2
)
x, start superscript, minus, 1, end superscript, left parenthesis, x, start superscript, 5, end superscript, minus, 2, x, cubed, minus, 8, x, squared, right parenthesis
(Choice D)   This is not possible.
D
This is not possible.

Check
ExplainPROBLEM 4
𝑓
(
𝑥
)
=
𝑥
5
−
2
𝑥
3
−
8
𝑥
2
𝑥
f(x)=
x
x
5
−2x
3
−8x
2
	​

f, left parenthesis, x, right parenthesis, equals, start fraction, x, start superscript, 5, end superscript, minus, 2, x, cubed, minus, 8, x, squared, divided by, x, end fraction
How would you rewrite 
𝑓
(
𝑥
)
f(x)
f, left parenthesis, x, right parenthesis
 so it can be differentiated using the power rule?
Assume 
x
≠
0
x

	​

=0
start text, x, end text, does not equal, start text, 0, end text
.
Choose 1 answer:
Choose 1 answer:
(Choice A)   
𝑥
4
−
2
𝑥
2
−
8
𝑥
x
4
−2x
2
−8x
x, start superscript, 4, end superscript, minus, 2, x, squared, minus, 8, x
A
𝑥
4
−
2
𝑥
2
−
8
𝑥
x
4
−2x
2
−8x
x, start superscript, 4, end superscript, minus, 2, x, squared, minus, 8, x
(Choice B)   
𝑥
5
𝑥
−
2
𝑥
3
𝑥
−
8
𝑥
2
𝑥
x
x
5
	​

−
x
2x
3
	​

−
x
8x
2
	​

start fraction, x, start superscript, 5, end superscript, divided by, x, end fraction, minus, start fraction, 2, x, cubed, divided by, x, end fraction, minus, start fraction, 8, x, squared, divided by, x, end fraction
B
𝑥
5
𝑥
−
2
𝑥
3
𝑥
−
8
𝑥
2
𝑥
x
x
5
	​

−
x
2x
3
	​

−
x
8x
2
	​

start fraction, x, start superscript, 5, end superscript, divided by, x, end fraction, minus, start fraction, 2, x, cubed, divided by, x, end fraction, minus, start fraction, 8, x, squared, divided by, x, end fraction
(Choice C)   
𝑥
−
1
(
𝑥
5
−
2
𝑥
3
−
8
𝑥
2
)
x
−1
(x
5
−2x
3
−8x
2
)
x, start superscript, minus, 1, end superscript, left parenthesis, x, start superscript, 5, end superscript, minus, 2, x, cubed, minus, 8, x, squared, right parenthesis
C
𝑥
−
1
(
𝑥
5
−
2
𝑥
3
−
8
𝑥
2
)
x
−1
(x
5
−2x
3
−8x
2
)
x, start superscript, minus, 1, end superscript, left parenthesis, x, start superscript, 5, end superscript, minus, 2, x, cubed, minus, 8, x, squared, right parenthesis
(Choice D)   This is not possible.
D
This is not possible.

Check
Explain𝑓
(
𝑥
)
=
𝑥
5
−
2
𝑥
3
−
8
𝑥
2
𝑥
f(x)=
x
x
5
−2x
3
−8x
2
	​

f, left parenthesis, x, right parenthesis, equals, start fraction, x, start superscript, 5, end superscript, minus, 2, x, cubed, minus, 8, x, squared, divided by, x, end fractionHow would you rewrite 
𝑓
(
𝑥
)
f(x)
f, left parenthesis, x, right parenthesis
 so it can be differentiated using the power rule?
Assume 
x
≠
0
x

	​

=0
start text, x, end text, does not equal, start text, 0, end text
.How would you rewrite 
𝑓
(
𝑥
)
f(x)
f, left parenthesis, x, right parenthesis
 so it can be differentiated using the power rule?
Assume 
x
≠
0
x

	​

=0
start text, x, end text, does not equal, start text, 0, end text
.Choose 1 answer:
Choose 1 answer:
(Choice A)   
𝑥
4
−
2
𝑥
2
−
8
𝑥
x
4
−2x
2
−8x
x, start superscript, 4, end superscript, minus, 2, x, squared, minus, 8, x
A
𝑥
4
−
2
𝑥
2
−
8
𝑥
x
4
−2x
2
−8x
x, start superscript, 4, end superscript, minus, 2, x, squared, minus, 8, x
(Choice B)   
𝑥
5
𝑥
−
2
𝑥
3
𝑥
−
8
𝑥
2
𝑥
x
x
5
	​

−
x
2x
3
	​

−
x
8x
2
	​

start fraction, x, start superscript, 5, end superscript, divided by, x, end fraction, minus, start fraction, 2, x, cubed, divided by, x, end fraction, minus, start fraction, 8, x, squared, divided by, x, end fraction
B
𝑥
5
𝑥
−
2
𝑥
3
𝑥
−
8
𝑥
2
𝑥
x
x
5
	​

−
x
2x
3
	​

−
x
8x
2
	​

start fraction, x, start superscript, 5, end superscript, divided by, x, end fraction, minus, start fraction, 2, x, cubed, divided by, x, end fraction, minus, start fraction, 8, x, squared, divided by, x, end fraction
(Choice C)   
𝑥
−
1
(
𝑥
5
−
2
𝑥
3
−
8
𝑥
2
)
x
−1
(x
5
−2x
3
−8x
2
)
x, start superscript, minus, 1, end superscript, left parenthesis, x, start superscript, 5, end superscript, minus, 2, x, cubed, minus, 8, x, squared, right parenthesis
C
𝑥
−
1
(
𝑥
5
−
2
𝑥
3
−
8
𝑥
2
)
x
−1
(x
5
−2x
3
−8x
2
)
x, start superscript, minus, 1, end superscript, left parenthesis, x, start superscript, 5, end superscript, minus, 2, x, cubed, minus, 8, x, squared, right parenthesis
(Choice D)   This is not possible.
D
This is not possible.Choose 1 answer:
Choose 1 answer:
(Choice A)   
𝑥
4
−
2
𝑥
2
−
8
𝑥
x
4
−2x
2
−8x
x, start superscript, 4, end superscript, minus, 2, x, squared, minus, 8, x
A
𝑥
4
−
2
𝑥
2
−
8
𝑥
x
4
−2x
2
−8x
x, start superscript, 4, end superscript, minus, 2, x, squared, minus, 8, x
(Choice B)   
𝑥
5
𝑥
−
2
𝑥
3
𝑥
−
8
𝑥
2
𝑥
x
x
5
	​

−
x
2x
3
	​

−
x
8x
2
	​

start fraction, x, start superscript, 5, end superscript, divided by, x, end fraction, minus, start fraction, 2, x, cubed, divided by, x, end fraction, minus, start fraction, 8, x, squared, divided by, x, end fraction
B
𝑥
5
𝑥
−
2
𝑥
3
𝑥
−
8
𝑥
2
𝑥
x
x
5
	​

−
x
2x
3
	​

−
x
8x
2
	​

start fraction, x, start superscript, 5, end superscript, divided by, x, end fraction, minus, start fraction, 2, x, cubed, divided by, x, end fraction, minus, start fraction, 8, x, squared, divided by, x, end fraction
(Choice C)   
𝑥
−
1
(
𝑥
5
−
2
𝑥
3
−
8
𝑥
2
)
x
−1
(x
5
−2x
3
−8x
2
)
x, start superscript, minus, 1, end superscript, left parenthesis, x, start superscript, 5, end superscript, minus, 2, x, cubed, minus, 8, x, squared, right parenthesis
C
𝑥
−
1
(
𝑥
5
−
2
𝑥
3
−
8
𝑥
2
)
x
−1
(x
5
−2x
3
−8x
2
)
x, start superscript, minus, 1, end superscript, left parenthesis, x, start superscript, 5, end superscript, minus, 2, x, cubed, minus, 8, x, squared, right parenthesis
(Choice D)   This is not possible.
D
This is not possible.𝑥
4
−
2
𝑥
2
−
8
𝑥
x
4
−2x
2
−8x
x, start superscript, 4, end superscript, minus, 2, x, squared, minus, 8, x𝑥
4
−
2
𝑥
2
−
8
𝑥
x
4
−2x
2
−8x
x, start superscript, 4, end superscript, minus, 2, x, squared, minus, 8, x𝑥
5
𝑥
−
2
𝑥
3
𝑥
−
8
𝑥
2
𝑥
x
x
5
	​

−
x
2x
3
	​

−
x
8x
2
	​

start fraction, x, start superscript, 5, end superscript, divided by, x, end fraction, minus, start fraction, 2, x, cubed, divided by, x, end fraction, minus, start fraction, 8, x, squared, divided by, x, end fraction𝑥
5
𝑥
−
2
𝑥
3
𝑥
−
8
𝑥
2
𝑥
x
x
5
	​

−
x
2x
3
	​

−
x
8x
2
	​

start fraction, x, start superscript, 5, end superscript, divided by, x, end fraction, minus, start fraction, 2, x, cubed, divided by, x, end fraction, minus, start fraction, 8, x, squared, divided by, x, end fraction𝑥
−
1
(
𝑥
5
−
2
𝑥
3
−
8
𝑥
2
)
x
−1
(x
5
−2x
3
−8x
2
)
x, start superscript, minus, 1, end superscript, left parenthesis, x, start superscript, 5, end superscript, minus, 2, x, cubed, minus, 8, x, squared, right parenthesis𝑥
−
1
(
𝑥
5
−
2
𝑥
3
−
8
𝑥
2
)
x
−1
(x
5
−2x
3
−8x
2
)
x, start superscript, minus, 1, end superscript, left parenthesis, x, start superscript, 5, end superscript, minus, 2, x, cubed, minus, 8, x, squared, right parenthesisThis is not possible.This is not possible.This is not possible.This is not possible.Last example: rewriting a quotient as a productFor many people, the product rule is easier to remember than the quotient rule is. Fortunately, we can always rewrite a quotient as a product.For many people, the product rule is easier to remember than the quotient rule is. Fortunately, we can always rewrite a quotient as a product.Suppose we wanted to differentiate 
𝑥
+
3
𝑥
4
x
4
x+3
	​

	​

start fraction, square root of, x, plus, 3, end square root, divided by, x, start superscript, 4, end superscript, end fraction
 but couldn't remember the order of the terms in the quotient rule. We could first separate the numerator and denominator into separate factors, then rewrite the denominator using a negative exponent so we would have no quotients.Suppose we wanted to differentiate 
𝑥
+
3
𝑥
4
x
4
x+3
	​

	​

start fraction, square root of, x, plus, 3, end square root, divided by, x, start superscript, 4, end superscript, end fraction
 but couldn't remember the order of the terms in the quotient rule. We could first separate the numerator and denominator into separate factors, then rewrite the denominator using a negative exponent so we would have no quotients.𝑥
+
3
𝑥
4
	
=
𝑥
+
3
⋅
1
𝑥
4




	
=
𝑥
+
3
⋅
𝑥
−
4
x
4
x+3
	​

	​

	​

=
x+3
	​

⋅
x
4
1
	​

=
x+3
	​

⋅x
−4
	​Now we would be ready to use our product rule. (Note: we would also use the chain rule to handle the interior of the square root function.)Now we would be ready to use our product rule. (Note: we would also use the chain rule to handle the interior of the square root function.)PROBLEM 5
ℎ
(
𝑥
)
=
sin
⁡
(
𝑥
)
3
𝑥
h(x)=
3x
sin(x)
	​

h, left parenthesis, x, right parenthesis, equals, start fraction, sine, left parenthesis, x, right parenthesis, divided by, 3, x, end fraction
How would you rewrite 
ℎ
(
𝑥
)
h(x)
h, left parenthesis, x, right parenthesis
 so it can be differentiated using the product rule?
Choose 1 answer:
Choose 1 answer:
(Choice A)   
sin
⁡
(
𝑥
)
1
3
𝑥
−
1
sin(x)
3
1
	​

x
−1
sine, left parenthesis, x, right parenthesis, start fraction, 1, divided by, 3, end fraction, x, start superscript, minus, 1, end superscript
A
sin
⁡
(
𝑥
)
1
3
𝑥
−
1
sin(x)
3
1
	​

x
−1
sine, left parenthesis, x, right parenthesis, start fraction, 1, divided by, 3, end fraction, x, start superscript, minus, 1, end superscript
(Choice B)   
sin
⁡
(
𝑥
)
𝑥
+
𝑥
+
𝑥
x+x+x
sin(x)
	​

start fraction, sine, left parenthesis, x, right parenthesis, divided by, x, plus, x, plus, x, end fraction
B
sin
⁡
(
𝑥
)
𝑥
+
𝑥
+
𝑥
x+x+x
sin(x)
	​

start fraction, sine, left parenthesis, x, right parenthesis, divided by, x, plus, x, plus, x, end fraction
(Choice C)   
3
𝑥
⋅
sin
⁡
(
𝑥
)
3x⋅sin(x)
3, x, dot, sine, left parenthesis, x, right parenthesis
C
3
𝑥
⋅
sin
⁡
(
𝑥
)
3x⋅sin(x)
3, x, dot, sine, left parenthesis, x, right parenthesis
(Choice D)   This is not possible.
D
This is not possible.

Check
ExplainPROBLEM 5
ℎ
(
𝑥
)
=
sin
⁡
(
𝑥
)
3
𝑥
h(x)=
3x
sin(x)
	​

h, left parenthesis, x, right parenthesis, equals, start fraction, sine, left parenthesis, x, right parenthesis, divided by, 3, x, end fraction
How would you rewrite 
ℎ
(
𝑥
)
h(x)
h, left parenthesis, x, right parenthesis
 so it can be differentiated using the product rule?
Choose 1 answer:
Choose 1 answer:
(Choice A)   
sin
⁡
(
𝑥
)
1
3
𝑥
−
1
sin(x)
3
1
	​

x
−1
sine, left parenthesis, x, right parenthesis, start fraction, 1, divided by, 3, end fraction, x, start superscript, minus, 1, end superscript
A
sin
⁡
(
𝑥
)
1
3
𝑥
−
1
sin(x)
3
1
	​

x
−1
sine, left parenthesis, x, right parenthesis, start fraction, 1, divided by, 3, end fraction, x, start superscript, minus, 1, end superscript
(Choice B)   
sin
⁡
(
𝑥
)
𝑥
+
𝑥
+
𝑥
x+x+x
sin(x)
	​

start fraction, sine, left parenthesis, x, right parenthesis, divided by, x, plus, x, plus, x, end fraction
B
sin
⁡
(
𝑥
)
𝑥
+
𝑥
+
𝑥
x+x+x
sin(x)
	​

start fraction, sine, left parenthesis, x, right parenthesis, divided by, x, plus, x, plus, x, end fraction
(Choice C)   
3
𝑥
⋅
sin
⁡
(
𝑥
)
3x⋅sin(x)
3, x, dot, sine, left parenthesis, x, right parenthesis
C
3
𝑥
⋅
sin
⁡
(
𝑥
)
3x⋅sin(x)
3, x, dot, sine, left parenthesis, x, right parenthesis
(Choice D)   This is not possible.
D
This is not possible.

Check
Explainℎ
(
𝑥
)
=
sin
⁡
(
𝑥
)
3
𝑥
h(x)=
3x
sin(x)
	​

h, left parenthesis, x, right parenthesis, equals, start fraction, sine, left parenthesis, x, right parenthesis, divided by, 3, x, end fractionHow would you rewrite 
ℎ
(
𝑥
)
h(x)
h, left parenthesis, x, right parenthesis
 so it can be differentiated using the product rule?How would you rewrite 
ℎ
(
𝑥
)
h(x)
h, left parenthesis, x, right parenthesis
 so it can be differentiated using the product rule?Choose 1 answer:
Choose 1 answer:
(Choice A)   
sin
⁡
(
𝑥
)
1
3
𝑥
−
1
sin(x)
3
1
	​

x
−1
sine, left parenthesis, x, right parenthesis, start fraction, 1, divided by, 3, end fraction, x, start superscript, minus, 1, end superscript
A
sin
⁡
(
𝑥
)
1
3
𝑥
−
1
sin(x)
3
1
	​

x
−1
sine, left parenthesis, x, right parenthesis, start fraction, 1, divided by, 3, end fraction, x, start superscript, minus, 1, end superscript
(Choice B)   
sin
⁡
(
𝑥
)
𝑥
+
𝑥
+
𝑥
x+x+x
sin(x)
	​

start fraction, sine, left parenthesis, x, right parenthesis, divided by, x, plus, x, plus, x, end fraction
B
sin
⁡
(
𝑥
)
𝑥
+
𝑥
+
𝑥
x+x+x
sin(x)
	​

start fraction, sine, left parenthesis, x, right parenthesis, divided by, x, plus, x, plus, x, end fraction
(Choice C)   
3
𝑥
⋅
sin
⁡
(
𝑥
)
3x⋅sin(x)
3, x, dot, sine, left parenthesis, x, right parenthesis
C
3
𝑥
⋅
sin
⁡
(
𝑥
)
3x⋅sin(x)
3, x, dot, sine, left parenthesis, x, right parenthesis
(Choice D)   This is not possible.
D
This is not possible.Choose 1 answer:
Choose 1 answer:
(Choice A)   
sin
⁡
(
𝑥
)
1
3
𝑥
−
1
sin(x)
3
1
	​

x
−1
sine, left parenthesis, x, right parenthesis, start fraction, 1, divided by, 3, end fraction, x, start superscript, minus, 1, end superscript
A
sin
⁡
(
𝑥
)
1
3
𝑥
−
1
sin(x)
3
1
	​

x
−1
sine, left parenthesis, x, right parenthesis, start fraction, 1, divided by, 3, end fraction, x, start superscript, minus, 1, end superscript
(Choice B)   
sin
⁡
(
𝑥
)
𝑥
+
𝑥
+
𝑥
x+x+x
sin(x)
	​

start fraction, sine, left parenthesis, x, right parenthesis, divided by, x, plus, x, plus, x, end fraction
B
sin
⁡
(
𝑥
)
𝑥
+
𝑥
+
𝑥
x+x+x
sin(x)
	​

start fraction, sine, left parenthesis, x, right parenthesis, divided by, x, plus, x, plus, x, end fraction
(Choice C)   
3
𝑥
⋅
sin
⁡
(
𝑥
)
3x⋅sin(x)
3, x, dot, sine, left parenthesis, x, right parenthesis
C
3
𝑥
⋅
sin
⁡
(
𝑥
)
3x⋅sin(x)
3, x, dot, sine, left parenthesis, x, right parenthesis
(Choice D)   This is not possible.
D
This is not possible.sin
⁡
(
𝑥
)
1
3
𝑥
−
1
sin(x)
3
1
	​

x
−1
sine, left parenthesis, x, right parenthesis, start fraction, 1, divided by, 3, end fraction, x, start superscript, minus, 1, end superscriptsin
⁡
(
𝑥
)
1
3
𝑥
−
1
sin(x)
3
1
	​

x
−1
sine, left parenthesis, x, right parenthesis, start fraction, 1, divided by, 3, end fraction, x, start superscript, minus, 1, end superscriptsin
⁡
(
𝑥
)
𝑥
+
𝑥
+
𝑥
x+x+x
sin(x)
	​

start fraction, sine, left parenthesis, x, right parenthesis, divided by, x, plus, x, plus, x, end fractionsin
⁡
(
𝑥
)
𝑥
+
𝑥
+
𝑥
x+x+x
sin(x)
	​

start fraction, sine, left parenthesis, x, right parenthesis, divided by, x, plus, x, plus, x, end fraction3
𝑥
⋅
sin
⁡
(
𝑥
)
3x⋅sin(x)
3, x, dot, sine, left parenthesis, x, right parenthesis3
𝑥
⋅
sin
⁡
(
𝑥
)
3x⋅sin(x)
3, x, dot, sine, left parenthesis, x, right parenthesisThis is not possible.This is not possible.This is not possible.This is not possible.Want more practice? Try this exercise.Want more practice? Try this exercise.A common struggle: It can be tricky to convert radicals or reciprocals into powers if you're uncomfortable with the process (examples: 
